티커,BPS,PER,PBR,EPS,DIV,DPS,ticker,sector
066980,620,276.0,2.23,5,0.0,0,066980,2001/2004/2015/2042/2154/2183
063760,14225,15.66,0.95,859,0.89,120,063760,2001/2004/2015/2043/2159/2182
087730,855,0.0,9.54,0,0.0,0,087730,2001/2004/2015/2043/2159
123570,2617,14.67,1.81,322,0.63,30,123570,2001/2004/2012/2183
083470,219,1.64,7.24,968,0.0,0,083470,2001/2004/2015/2043/2160
095190,2076,0.0,2.61,0,0.0,0,095190,2001/2003/2024/2070/2183
091120,11185,748.0,1.6,24,0.0,0,091120,2001/2004/2015/2043/2160/2181
039030,31593,107.6,3.35,984,0.14,150,039030,2001/2002/2015/2043/2159/2181/2203/2216
294090,364,0.0,181.4,0,0.0,0,294090,2001/2002/2024/2074/2184
088290,1155,49.94,7.05,163,0.0,0,088290,2001/2004/2024/2075/2183
181340,5089,0.0,3.45,0,0.0,0,181340,2001/2004/2024/2074/2182
353810,0,0.0,0.0,0,0.0,0,353810,2001/2003/2024/2056/2183
090850,1650,40.34,5.94,243,0.92,90,090850,2001/2003/2012/2181
099750,6500,0.0,2.8,0,0.47,86,099750,2001/2004/2015/2042/2155/2181
035810,7110,128.2,0.7,39,1.0,50,035810,2001/2003/2024/2056/2181/2203/2214
160600,563,0.0,0.55,0,0.0,0,160600,2001/2004/2024/2070
092130,4460,18.39,4.67,1134,3.55,740,092130,2001/2003/2012/2183
096040,187,0.0,4.01,0,0.0,0,096040,2001/2004/2015/2043/2158/2183
134060,3856,26.9,2.66,381,0.0,0,134060,2001/2004/2024/2063/2182
001840,2157,466.5,3.03,14,0.15,10,001840,2001/2004/2026/2183
024810,292,0.0,0.9,0,0.0,0,024810,2001/2004/2015/2043/2160/2183
041830,10209,12.47,1.87,1532,0.73,140,041830,2001/2003/2024/2074/2181
352940,3383,27.27,3.65,453,0.0,0,352940,2001/2024/2065/2182
079950,1945,48.22,1.31,53,0.0,0,079950,2001/2004/2024/2070/2183
277410,1154,15.91,1.67,121,1.56,30,277410,2001/2004/2024/2056/2182
060150,5361,27.31,2.25,441,0.0,0,060150,2001/2003/2012/2181/2203/2213
033230,1538,0.0,1.4,0,0.0,0,033230,2001/2004/2015/2042/2156/2183
037330,3820,30.12,0.88,112,2.22,75,037330,2001/2004/2015/2043/2160/2181
083640,1778,0.0,1.25,0,0.0,0,083640,2001/2004/2015/2043/2157/2182
216050,8160,45.0,6.84,1240,0.0,0,216050,2001/2003/2012/2183
049070,25323,15.68,1.28,2073,0.77,250,049070,2001/2003/2015/2043/2160/2181
119610,10970,13.92,1.9,1494,1.44,300,119610,2001/2003/2024/2074/2181
017250,3079,0.0,0.49,0,6.67,100,017250,2001/2004/2024/2072
035080,5001,0.0,1.02,0,1.37,70,035080,2001/2003/2027/2183
051370,9337,0.0,1.25,0,0.0,0,051370,2001/2003/2015/2043/2160/2183
064290,1733,49.66,12.84,448,0.0,0,064290,2001/2003/2015/2043/2159/2182
189300,11271,66.1,6.57,1119,0.14,100,189300,2001/2003/2024/2072/2181
150840,598,0.0,3.73,0,0.0,0,150840,2001/2004/2024/2074/2184
048530,2032,0.0,12.89,0,0.0,0,048530,2001/2002/2024/2066/2184/2203/2217
175140,3150,0.0,2.71,0,0.0,0,175140,2001/2004/2015/2043/2157/2182
115310,26580,4.84,0.75,4134,4.5,900,115310,2001/2004/2015/2041/2151/2182
039290,6029,114.6,1.88,99,0.09,10,039290,2001/2004/2015/2041/2151/2183
041020,745,0.0,3.21,0,0.0,0,041020,2001/2004/2015/2042/2155/2182
071200,3469,23.06,1.97,297,0.0,0,071200,2001/2004/2015/2042/2155/2183
101930,14229,0.0,0.45,0,0.0,0,101930,2001/2004/2024/2075/2183
068330,908,51.66,6.2,109,0.12,7,068330,2001/2003/2024/2070/2183
058450,607,0.0,1.13,0,0.0,0,058450,2001/2004/2015/2043/2160
019540,8805,0.0,0.43,0,0.0,0,019540,2001/2004/2024/2075/2183
094820,6367,6.81,0.86,800,5.5,300,094820,2001/2004/2026/2181
049550,2246,0.0,2.89,0,0.0,0,049550,2001/2004/2024/2065/2182
254120,806,0.0,2.84,0,0.0,0,254120,2001/2004/2024/2070/2184
221610,208,65.2,1.88,6,0.0,0,221610,2001/2004/2024/2065/2183
043910,835,0.0,1.69,0,0.0,0,043910,2001/2004/2012/2183
234920,3818,0.0,1.02,0,0.0,0,234920,2001/2004/2024/2072/2182
174880,2073,0.0,0.45,0,0.0,0,174880,2001/2004/2015/2043/2157/2183
049630,744,11.39,1.26,82,0.0,0,049630,2001/2004/2015/2043/2160/2183
110020,557,0.0,23.61,0,0.0,0,110020,2001/2004/2024/2065/2184
065530,1322,97.44,3.32,45,1.14,50,065530,2001/2003/2015/2041/2151/2183
208140,2108,90.0,1.58,37,0.0,0,208140,2001/2004/2024/2056/2183
022220,1603,9.37,1.3,222,0.0,0,022220,2001/2004/2024/2065/2181
040420,4080,12.14,1.53,514,6.89,430,040420,2001/2004/2012/2181
045510,1200,73.8,1.54,25,0.0,0,045510,2001/2004/2015/2042/2156/2183
065620,330,0.0,48.34,0,0.0,0,065620,2001/2004/2024/2068
217190,2381,13.97,2.16,368,0.97,50,217190,2001/2004/2015/2043/2159/2182
095700,12496,0.0,7.93,0,0.0,0,095700,2001/2002/2012/2184/2203/2217
072520,215,0.0,7.3,0,0.0,0,072520,2001/2003/2012/2183
122310,4096,9.32,2.27,996,4.31,400,122310,2001/2004/2024/2074/2181
187420,2358,0.0,3.05,0,0.0,0,187420,2001/2004/2024/2066/2184
225220,680,0.0,41.2,0,0.0,0,225220,2001/2004/2024/2066/2184
123330,3877,0.0,1.49,0,0.0,0,123330,2001/2004/2024/2065/2182
159580,3635,22.62,2.94,473,0.0,0,159580,2001/2004/2027/2183
147830,5685,27.38,1.23,255,1.43,100,147830,2001/2004/2024/2068/2182
033100,3490,17.7,1.77,348,0.81,50,033100,2001/2004/2015/2043/2160/2182
079370,21560,21.27,1.34,1359,0.69,200,079370,2001/2003/2024/2070/2181
054950,19525,36.4,1.85,993,1.11,400,054950,2001/2003/2024/2070/2181
090470,8904,65.8,0.8,108,0.7,50,090470,2001/2004/2015/2043/2159/2181
137950,4222,11.2,1.45,548,0.98,60,137950,2001/2004/2024/2065/2181
033320,4463,220.8,1.83,37,0.0,0,033320,2001/2004/2027/2181
204270,5638,5.73,1.72,1691,0.0,0,204270,2001/2003/2024/2072/2183/2203/2216
026040,2745,0.0,0.74,0,0.0,0,026040,2001/2004/2024/2077/2183
126880,4014,22.69,2.02,357,0.0,0,126880,2001/2004/2024/2070/2183
322510,2432,0.0,3.9,0,0.0,0,322510,2001/2004/2015/2042/2155/2184
033050,1090,0.0,1.09,0,0.0,0,033050,2001/2004/2024/2063/2183
094970,3300,62.2,1.07,57,1.41,50,094970,2001/2004/2015/2043/2160/2183
058420,578,0.0,0.53,0,0.0,0,058420,2001/2004/2037
089790,2588,21.3,3.13,380,0.0,0,089790,2001/2004/2015/2043/2159/2182
052670,2108,40.47,2.92,152,0.0,0,052670,2001/2004/2024/2066/2183
199820,6617,13.99,3.11,1472,0.61,125,199820,2001/2003/2024/2072/2182
023440,2070,0.0,1.54,0,0.0,0,023440,2001/2004/2024/2068/2183
038010,8454,16.9,0.98,492,1.08,90,038010,2001/2004/2024/2068/2181
080220,2430,0.0,2.33,0,0.0,0,080220,2001/2004/2015/2043/2159/2181
216080,2019,0.0,8.96,0,0.0,0,216080,2001/2003/2024/2066/2184
229000,29,0.0,658.5,0,0.0,0,229000,2001/2004/2024/2066/2184
082270,2467,0.0,9.59,0,0.0,0,082270,2001/2002/2024/2070
064800,1839,26.39,0.77,54,0.7,10,064800,2001/2004/2027/2182
041590,1169,0.0,0.68,0,0.0,0,041590,2001/2004/2026/2183
044060,5739,27.47,1.72,359,0.0,0,044060,2001/2004/2024/2070/2183
034940,1874,0.0,2.27,0,0.0,0,034940,2001/2004/2024/2066/2183
101730,798,0.0,4.35,0,0.0,0,101730,2001/2004/2015/2042/2154
067000,758,0.0,11.24,0,0.0,0,067000,2001/2003/2015/2042/2154/2182
033340,2156,0.0,0.5,0,0.0,0,033340,2001/2004/2024/2058/2183
036930,5033,19.1,2.03,534,0.69,70,036930,2001/2003/2015/2043/2159/2181/2203/2216
239340,980,0.0,5.2,0,0.0,0,239340,2001/2004/2015/2042/2153/2183
072020,8671,84.7,1.82,186,0.32,50,072020,2001/2004/2024/2066/2182
000440,7246,76.9,1.4,132,1.58,160,000440,2001/2004/2027/2183
228760,5450,0.0,2.14,0,0.0,0,228760,2001/2003/2024/2066/2184
314130,0,0.0,0.0,0,0.0,0,314130,2001/2002/2024/2066/2184
043610,2627,43.16,2.07,126,0.0,0,043610,2001/2003/2015/2042/2154/2181
263860,3585,22.36,2.14,343,0.0,0,263860,2001/2004/2015/2042/2155/2182
303030,844,250.0,4.44,15,0.0,0,303030,2001/2004/2015/2043/2159/2182
036180,1342,0.0,0.9,0,0.0,0,036180,2001/2004/2027
208350,5177,18.95,1.16,318,0.0,0,208350,2001/2004/2024/2063/2182
114570,4180,0.0,0.15,0,0.0,0,114570,2001/2004/2015/2043/2159
051160,572,0.0,36.44,0,0.0,0,051160,2001/2004/2015/2042/2155/2183
053050,2305,10.71,0.72,155,2.41,40,053050,2001/2004/2183
119850,4944,13.89,1.19,422,0.85,50,119850,2001/2004/2024/2072/2181
270520,1869,263.2,1.97,14,0.0,0,270520,2001/2004/2012/2182
065060,932,0.0,1.06,0,0.0,0,065060,2001/2004/2024/2058/2183
204840,62,0.0,18.31,0,0.0,0,204840,2001/2004/2012
111820,18,0.0,137.2,0,0.0,0,111820,2001/2004/2015/2042/2153
115450,2556,0.0,7.43,0,0.0,0,115450,2001/2002/2027/2183/2203/2217
219750,1181,0.0,5.97,0,0.0,0,219750,2001/2004/2024/2074/2182
018120,11835,15.76,2.61,1961,4.37,1350,018120,2001/2004/2024/2056/2181
109820,826,0.0,12.47,0,0.0,0,109820,2001/2003/2012/2184
086060,5450,58.56,1.05,98,0.52,30,086060,2001/2004/2024/2056/2183
036890,6213,11.8,2.09,1102,1.54,200,036890,2001/2003/2024/2070/2181
007370,3639,39.94,1.61,147,1.7,100,007370,2001/2004/2024/2066/2183
085660,7187,22.45,2.76,884,0.0,0,085660,2001/2002/2024/2066/2183/2203/2217
094850,6907,6.68,1.66,1714,1.48,170,094850,2001/2004/2012/2181
004650,13530,4.73,0.95,2729,4.65,600,004650,2001/2004/2024/2056/2181
311690,8101,0.0,4.44,0,0.0,0,311690,2001/2004/2012/2184
278280,21034,70.7,7.89,2348,0.18,300,278280,2001/2002/2024/2065/2181/2203/2212
096240,8569,16.45,2.26,1176,5.17,1000,096240,2001/2004/2012/2181
013720,2688,358.0,5.06,38,0.0,0,013720,2001/2004/2024/2075/2183
066360,3225,0.0,0.69,0,0.0,0,066360,2001/2004/2024/2056/2183
047820,874,25.56,2.89,99,0.0,0,047820,2001/2003/2037/2183
094360,3331,36.88,5.19,469,0.88,152,094360,2001/2004/2015/2042/2155/2182
016920,1893,16.55,1.22,140,0.43,10,016920,2001/2004/2027/2183
284620,0,0.0,0.0,0,0.0,0,284620,2001/2003/2012/2184
293490,7443,256.2,6.78,197,0.0,0,293490,2001/2002/2015/2042/2154/2183/2203/2218
042000,6203,90.75,5.21,356,0.0,0,042000,2001/2003/2015/2042/2153/2184/2203/2216
317530,2625,0.0,2.31,0,0.0,0,317530,2001/2004/2037/2184
071850,7346,0.0,0.46,0,0.0,0,071850,2001/2004/2024/2075/2183
180400,1066,0.0,7.26,0,0.0,0,180400,2001/2004/2012
050110,1566,86.44,1.71,31,0.0,0,050110,2001/2004/2015/2043/2160/2183
078340,71478,14.98,1.92,9160,1.02,1400,078340,2001/2002/2015/2042/2154/2181/2203/2218
307930,3280,12.95,2.38,604,2.05,160,307930,2001/2004/2031/2182
263700,4905,236.1,2.26,47,0.0,0,263700,2001/2004/2015/2042/2155/2182
214370,20200,23.98,3.34,2814,4.15,2800,214370,2001/2002/2024/2066/2183/2203/2217
221980,19151,7.43,0.74,1917,3.51,500,221980,2001/2004/2024/2065/2183
043290,1236,0.0,2.05,0,0.0,0,043290,2001/2004/2024/2070/2182
317030,0,0.0,0.0,0,0.0,0,317030,2001/2004/2031
323940,0,0.0,0.0,0,0.0,0,323940,2001/2004/2031
330990,0,0.0,0.0,0,0.0,0,330990,2001/2004/2031
342550,0,0.0,0.0,0,0.0,0,342550,2001/2004/2031
192250,841,40.1,2.67,56,0.0,0,192250,2001/2004/2015/2042/2155/2182
115500,1724,34.78,4.76,236,2.68,220,115500,2001/2004/2015/2042/2156/2183
089150,2151,144.8,3.37,50,0.83,60,089150,2001/2004/2015/2042/2156/2183
025880,3124,0.0,1.02,0,0.47,15,025880,2001/2004/2024/2056/2183
093320,16719,22.2,4.37,3291,0.68,500,093320,2001/2003/2015/2042/2153/2181
073010,629,33.03,2.42,46,0.0,0,073010,2001/2004/2024/2070/2183
105330,4847,0.0,1.52,0,0.0,0,105330,2001/2004/2024/2072/2182
272110,4267,14.66,2.96,863,0.0,0,272110,2001/2004/2024/2070/2183
039420,1501,20.12,2.23,166,1.8,60,039420,2001/2004/2015/2041/2151/2183
083550,7816,16.44,1.4,666,0.46,50,083550,2001/2004/2024/2058/2181
032500,5444,23.44,11.43,2654,0.0,0,032500,2001/2002/2015/2043/2157/2181/2203/2216
225430,1077,0.0,2.41,0,0.0,0,225430,2001/2004/2024/2065/2183
064820,5801,18.8,0.84,260,0.0,0,064820,2001/2004/2024/2075/2182
347140,0,0.0,0.0,0,0.0,0,347140,2001/2004/2031
256940,2357,0.0,6.72,0,0.0,0,256940,2001/2003/2015/2043/2159/2182
024880,9274,9.17,0.47,480,3.64,160,024880,2001/2004/2024/2068/2181
042040,1132,0.0,2.52,0,0.0,0,042040,2001/2003/2024/2065/2183
054410,6500,0.0,1.22,0,0.0,0,054410,2001/2004/2024/2068/2182
274090,3679,0.0,4.29,0,0.0,0,274090,2001/2004/2024/2075/2184
217600,581,100.5,5.53,32,0.0,0,217600,2001/2003/2012/2183
089010,6618,22.39,4.18,1235,1.08,300,089010,2001/2003/2024/2065/2183
220260,1692,544.5,3.54,11,0.0,0,220260,2001/2004/2024/2065/2182
052400,5557,0.0,6.72,0,0.0,0,052400,2001/2003/2015/2042/2155/2183
033110,288,0.0,0.71,0,0.0,0,033110,2001/2004/2027
094860,214,0.0,10.21,0,0.0,0,094860,2001/2004/2015/2042/2155/2182
046070,752,0.0,1.73,0,0.0,0,046070,2001/2004/2024/2075
047770,1099,13.4,2.21,181,0.0,0,047770,2001/2004/2024/2058/2182
078940,695,0.0,3.6,0,0.0,0,078940,2001/2004/2026
080530,1852,0.0,1.08,0,0.0,0,080530,2001/2004/2024/2065/2183
224060,448,9.51,0.87,41,0.0,0,224060,2001/2004/2015/2043/2159/2183
078650,1030,0.0,0.91,0,0.0,0,078650,2001/2004/2024/2074/2183
104540,2671,77.6,7.15,246,0.0,0,104540,2001/2004/2024/2074/2184
027050,1953,256.0,2.49,19,0.0,0,027050,2001/2004/2024/2065/2183
290510,2528,86.1,3.44,101,0.0,0,290510,2001/2003/2015/2042/2155/2182/2203/2215
190650,10902,6.81,0.75,1207,3.65,300,190650,2001/2004/2031/2183
101670,1600,0.0,0.8,0,0.0,0,101670,2001/2004/2024/2068/2182
123410,4293,14.93,0.72,206,1.95,60,123410,2001/2004/2024/2075/2181
036690,4539,23.8,1.34,255,0.82,50,036690,2001/2004/2015/2043/2157/2183
049430,15526,5.5,0.59,1660,2.19,200,049430,2001/2004/2024/2074/2181
183300,13185,23.94,4.57,2515,0.66,400,183300,2001/2003/2015/2043/2159/2181
041960,1146,0.0,9.16,0,0.0,0,041960,2001/2002/2024/2066/2182/2203/2217
089890,1608,20.05,4.78,383,0.0,0,089890,2001/2004/2015/2043/2159/2181
009730,230,0.0,3.93,0,0.0,0,009730,2001/2004/2024/2068
082660,629,0.0,2.21,0,0.0,0,082660,2001/2004/2015/2043/2160/2183
222040,3413,0.0,2.36,0,0.0,0,222040,2001/2004/2024/2056/2183
241710,11958,30.48,1.16,456,0.0,0,241710,2001/2004/2024/2065/2181
069110,4765,0.0,0.86,0,0.0,0,069110,2001/2004/2024/2065
166480,3671,0.0,4.67,0,0.0,0,166480,2001/2003/2024/2066/2184
045970,4597,40.44,2.66,303,0.49,60,045970,2001/2003/2015/2043/2160/2182
196450,556,8.93,0.74,46,0.0,0,196450,2001/2004/2024/2074
029960,3056,18.12,2.88,485,6.14,540,029960,2001/2003/2012/2181/2203/2213
102940,8852,0.0,2.16,0,0.0,0,102940,2001/2003/2024/2066/2183
033290,2695,10.1,2.19,584,1.69,100,033290,2001/2003/2027/2181/2203/2215
056360,12111,4.28,0.78,2208,2.12,200,056360,2001/2004/2015/2043/2157/2181
282880,10940,11.54,2.23,2118,1.92,470,282880,2001/2003/2024/2070/2181
121850,1245,0.0,4.18,0,0.0,0,121850,2001/2004/2015/2043/2160/2182
015710,6725,14.12,1.04,495,2.29,160,015710,2001/2004/2015/2043/2157/2181
052330,20412,4.83,0.49,2069,4.0,400,052330,2001/2004/2015/2043/2158/2181
322780,0,0.0,0.0,0,0.0,0,322780,2001/2004/2037/2183
126600,5167,12.43,1.02,424,1.33,70,126600,2001/2004/2024/2065/2181
200130,8544,26.55,5.73,1844,0.51,250,200130,2001/2002/2024/2066/2181/2203/2214
317690,2372,0.0,6.68,0,0.0,0,317690,2001/2024/2074/2184
060280,1318,0.0,6.17,0,0.0,0,060280,2001/2003/2027/2183
040350,430,0.0,3.34,0,0.0,0,040350,2001/2004/2015/2042/2156/2182
051780,276,0.0,2.08,0,0.0,0,051780,2001/2004/2015/2041/2152/2183
115180,1786,0.0,18.78,0,0.0,0,115180,2001/2003/2012/2184
043090,731,0.0,2.54,0,0.0,0,043090,2001/2004/2027
182360,663,97.2,5.42,37,0.0,0,182360,2001/2004/2037/2183
066310,6583,122.25,2.54,137,0.3,50,066310,2001/2004/2015/2043/2159/2182
016600,798,16.34,0.76,37,0.0,0,016600,2001/2004/2031/2183
043590,861,0.0,2.17,0,0.0,0,043590,2001/2004/2015/2043/2159
114120,3562,0.0,0.28,0,0.0,0,114120,2001/2004/2015/2043/2160
110790,18523,11.82,1.37,2140,1.58,400,110790,2001/2003/2024/2058/2181
083790,3538,0.0,4.69,0,0.0,0,083790,2001/2002/2012/2184/2203/2217
045520,6496,21.61,4.37,1314,1.06,300,045520,2001/2004/2024/2070/2181
036170,2258,0.0,0.66,0,0.0,0,036170,2001/2004/2015/2043/2159/2183
214150,1366,26.31,10.29,534,0.33,46,214150,2001/2002/2024/2074/2181/2203/2217
352770,452,0.0,28.31,0,0.0,0,352770,2001/2012/2184
237880,8563,107.94,2.23,177,1.15,220,237880,2001/2003/2024/2065/2181/2203/2214
139670,927,11280.0,60.84,5,0.0,0,139670,2001/2003/2015/2042/2155/2183
311270,0,0.0,0.0,0,0.0,0,311270,2001/2004/2031
054780,2555,0.0,5.99,0,0.0,0,054780,2001/2003/2037/2183
219130,6915,45.28,1.67,255,0.0,0,219130,2001/2004/2015/2043/2159/2183
065130,13291,3.79,0.7,2469,1.07,100,065130,2001/2004/2024/2070/2181
023160,16280,18.38,0.47,418,1.3,100,023160,2001/2004/2024/2068/2183
053620,18435,10.43,0.52,925,1.55,150,053620,2001/2004/2024/2068/2181
044490,28401,0.0,0.44,0,0.0,0,044490,2001/2003/2024/2068/2183
124560,2337,7.64,2.17,664,0.99,50,124560,2001/2004/2029/2183
191420,5914,242.0,4.34,106,0.0,0,191420,2001/2003/2024/2066/2182
073640,479,0.0,4.02,0,0.0,0,073640,2001/2004/2024/2068/2183
182690,548,0.0,3.63,0,0.0,0,182690,2001/2004/2015/2043/2159
066700,4378,6.32,2.07,1432,0.0,0,066700,2001/2003/2024/2066/2181
095610,10872,62.6,2.92,508,0.94,300,095610,2001/2003/2015/2043/2159/2181/2203/2216
131970,10259,33.6,4.46,1363,0.44,200,131970,2001/2002/2015/2043/2159/2181
089030,9076,35.7,2.3,584,1.1,230,089030,2001/2003/2015/2043/2159/2181
054450,7624,28.52,2.48,663,0.63,120,054450,2001/2004/2015/2043/2159/2181
091440,2971,6.64,1.28,572,0.0,0,091440,2001/2004/2015/2043/2157/2182
200230,1337,0.0,3.76,0,0.0,0,200230,2001/2003/2015/2043/2157/2183/2203/2216
215480,555,387.5,2.79,4,0.0,0,215480,2001/2004/2027/2183
051360,11606,5.42,0.66,1420,3.12,240,051360,2001/2004/2015/2043/2158/2181
045340,1313,62.12,14.24,301,0.0,0,045340,2001/2004/2015/2042/2155/2182
108230,9079,117.6,1.36,105,0.81,100,108230,2001/2003/2024/2070/2181/2203/2216
079970,1778,0.0,1.2,0,0.0,0,079970,2001/2004/2015/2042/2155/2182
105550,2075,0.0,2.53,0,0.0,0,105550,2001/2004/2024/2072/2182
026150,5689,140.8,1.29,52,0.0,0,026150,2001/2004/2026/2183
322180,5233,25.08,3.1,646,0.0,0,322180,2001/2004/2015/2042/2155/2182
117730,2666,0.0,3.75,0,0.0,0,117730,2001/2004/2024/2070/2182
033830,1107,24.16,1.29,59,1.12,16,033830,2001/2004/2015/2041/2152/2183
057680,890,63.16,3.83,54,0.0,0,057680,2001/2004/2015/2042/2154/2182
064760,18883,41.5,8.82,4011,0.54,900,064760,2001/2002/2015/2043/2159/2181/2203/2216
246710,2966,0.0,7.01,0,0.0,0,246710,2001/2004/2024/2066/2184
340570,10385,16.95,3.72,2277,1.04,400,340570,2001/2004/2024/2066/2183
277880,1566,0.0,8.24,0,0.0,0,277880,2001/2004/2024/2070/2184
131290,14862,34.7,3.69,1583,0.36,200,131290,2001/2002/2015/2043/2159/2181
356860,6680,18.94,6.44,2272,0.16,70,356860,2001/2024/2072/2183
062860,7219,73.9,1.84,180,0.75,100,062860,2001/2004/2015/2043/2159/2182
321550,3943,0.0,4.1,0,0.0,0,321550,2001/2003/2012/2184
104480,2989,29.81,1.1,110,0.0,0,104480,2001/2003/2024/2065/2181
081150,4040,42.53,0.96,91,0.52,20,081150,2001/2004/2024/2068/2183
130740,5671,0.0,0.85,0,0.41,20,130740,2001/2004/2024/2075/2183
084730,14259,38.38,1.16,430,0.0,0,084730,2001/2004/2015/2043/2157/2181
046210,629,44.6,7.73,109,0.0,0,046210,2001/2004/2024/2074
034230,13924,101.44,1.29,177,0.56,100,034230,2001/2002/2037/2183/2203/2215
033540,3139,0.0,2.93,0,0.0,0,033540,2001/2004/2024/2070/2183
043200,1267,114.6,1.18,13,0.0,0,043200,2001/2004/2015/2043/2160/2182
214450,21024,33.12,2.78,1766,0.51,300,214450,2001/2003/2027/2181/2203/2217
208340,4904,0.0,3.99,0,0.0,0,208340,2001/2003/2024/2066/2184
177830,4104,0.0,1.31,0,0.0,0,177830,2001/2004/2024/2072/2182
037070,5415,32.94,3.76,618,1.23,250,037070,2001/2004/2024/2072/2181
150900,1735,0.0,4.5,0,0.0,0,150900,2001/2004/2015/2042/2155/2182
037030,4422,13.06,1.33,451,0.0,0,037030,2001/2004/2024/2072/2183
047310,6981,5.77,1.33,1611,0.54,50,047310,2001/2003/2015/2043/2160/2181
170790,5640,14.8,2.28,868,0.78,100,170790,2001/2004/2015/2043/2157/2182
049120,1718,0.0,0.93,0,1.56,25,049120,2001/2004/2015/2043/2160/2183
038950,8435,0.0,0.75,0,0.79,50,038950,2001/2004/2015/2043/2157/2182
106240,1327,629.0,3.79,8,0.0,0,106240,2001/2004/2015/2043/2160/2182
131760,1459,498.2,1.02,3,0.0,0,131760,2001/2004/2015/2043/2160/2183
065690,5914,0.0,0.49,0,5.21,150,065690,2001/2004/2015/2043/2160/2183
140860,6656,93.56,17.95,1277,0.1,120,140860,2001/2003/2024/2074/2184
091700,6531,9.11,1.65,1186,3.24,350,091700,2001/2003/2015/2043/2160/2181/2203/2216
038160,1132,0.0,0.76,0,0.0,0,038160,2001/2004/2031
032800,323,0.0,2.22,0,0.0,0,032800,2001/2004/2037/2183
318010,6987,9.29,1.45,1093,1.97,200,318010,2001/2004/2024/2056/2183
027710,1454,0.0,1.49,0,1.16,25,027710,2001/2004/2024/2056/2183
225590,1474,9.27,1.03,164,0.0,0,225590,2001/2004/2024/2058/2183
054300,821,52.62,1.03,16,0.0,0,054300,2001/2004/2024/2070/2182
068050,1756,182.9,4.27,41,0.0,0,068050,2001/2004/2037/2183
222110,1911,0.0,4.96,0,0.0,0,222110,2001/2004/2024/2066/2184
263750,45229,23.16,6.66,13002,0.0,0,263750,2001/2002/2015/2042/2154/2181/2203/2218
251970,11642,10.12,1.49,1714,1.9,330,251970,2001/2004/2024/2065/2181
087010,1743,0.0,8.32,0,0.0,0,087010,2001/2003/2024/2066/2184
043370,27452,7.17,0.39,1506,1.67,180,043370,2001/2004/2024/2075/2181
119500,3776,23.62,1.16,186,1.37,60,119500,2001/2004/2024/2068/2183
016670,1135,0.0,0.86,0,0.0,0,016670,2001/2004/2027
056730,193,0.0,8.03,0,0.0,0,056730,2001/2004/2027
022100,2402,28.56,3.07,258,0.68,50,022100,2001/2002/2012/2181/2203/2216
009520,2160,35.44,4.17,254,0.89,80,009520,2001/2004/2024/2068/2181
189690,6906,10.79,1.05,671,1.38,100,189690,2001/2004/2015/2042/2155/2182
318020,7116,25.62,6.17,1713,0.0,0,318020,2001/2024/2072/2182
256630,1222,134.4,2.53,23,0.65,20,256630,2001/2004/2024/2068/2182
141020,370,0.0,0.29,0,0.0,0,141020,2001/2004/2027
290720,7454,40.7,3.58,656,0.26,70,290720,2001/2004/2027/2181
005670,7681,2.29,0.94,3153,1.39,100,005670,2001/2004/2024/2056/2181
094940,3426,128.8,3.01,80,0.29,30,094940,2001/2004/2015/2043/2158/2182
007330,17594,8.04,0.92,2008,3.41,550,007330,2001/2004/2031/2181
093380,6168,35.3,0.65,114,1.49,60,093380,2001/2004/2024/2068/2183
023900,10607,31.8,1.85,618,0.81,160,023900,2001/2003/2024/2056/2183
195440,8080,0.0,0.26,0,0.0,0,195440,2001/2004/2015/2042/2155
214270,588,31.25,1.91,36,0.0,0,214270,2001/2004/2024/2063/2182
220100,1421,0.0,12.0,0,0.0,0,220100,2001/2003/2024/2066/2184
035200,3618,38.28,1.31,124,0.0,0,035200,2001/2004/2024/2065/2182
334970,814,0.0,15.85,0,0.0,0,334970,2001/2024/2066/2184
203690,621,0.0,5.67,0,0.0,0,203690,2001/2004/2024/2066/2182
053610,18797,7.59,1.5,3720,1.42,400,053610,2001/2003/2015/2043/2159/2181
335810,1183,0.0,13.44,0,0.0,0,335810,2001/2024/2074/2184
053160,7582,159.8,2.15,102,0.31,50,053160,2001/2004/2024/2072/2183
075130,7467,19.77,0.8,303,4.17,250,075130,2001/2004/2015/2042/2156/2182
237820,4477,11.79,1.92,730,2.56,220,237820,2001/2004/2012/2183
023770,2126,7.62,4.12,1148,0.0,0,023770,2001/2004/2015/2042/2154/2183
300080,4642,0.0,2.76,0,0.0,0,300080,2001/2004/2015/2042/2154/2184
032580,1370,0.0,1.05,0,0.0,0,032580,2001/2004/2015/2043/2159/2182
051380,4705,21.56,2.26,494,0.94,100,051380,2001/2004/2027/2183
241820,611,0.0,58.75,0,0.0,0,241820,2001/2003/2024/2066/2184
237750,9172,16.27,0.76,428,0.0,0,237750,2001/2004/2024/2072/2183
131390,5497,19.06,3.8,1096,0.0,0,131390,2001/2003/2024/2072/2181
024850,510,770.0,3.02,2,0.0,0,024850,2001/2004/2015/2043/2159/2183
319660,12682,34.06,2.84,1058,0.83,300,319660,2001/2003/2015/2043/2159/2183
031980,15958,8.25,0.49,950,1.91,150,031980,2001/2004/2015/2043/2159/2181
002230,7280,43.75,0.79,131,2.62,150,002230,2001/2004/2024/2074/2181
